angDist,_RAJ2000,_DEJ2000,recno,ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Catalog,OriClass,3.6mag,e_3.6mag,4.5mag,e_4.5mag,5.8mag,e_5.8mag,8.0mag,e_8.0mag,24mag,e_24mag,Target,Pred,P(CI),P(CII),P(Other)
0.327235,84.24916611,-5.394685,88867,2M05365979-0523408,1,4611,84.249166,-5.394685,137.51,512,28.610399,0.025737,0.0,0.025737,4,,,4,,,260,0.321529,1.0,4,12.0837,4,,,4,,,5.99073,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017353510584585216,Sp,84.2490801,-5.3946545,84.2490801,-5.3946545,1,Disks,9.556,0.001,9.081,0.001,8.832,0.003,8.113,0.002,6.079,0.017,1,1,2.0E-6,0.999683,3.14E-4
0.378867,84.25001111,-6.96726806,88873,2M05370000-0658021,1,4614,84.250011,-6.967268,37.3401,512,52.131199,0.108411,0.0,0.108411,260,,,4,,,260,0.361119,1.0,4,6.81506,4,,,4,,,1.71506,Md_d,8390784,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016867049702538368,Sp,84.2499601,-6.9671758,84.2499601,-6.9671758,1," Other",12.094,0.004,12.153,0.005,12.055,0.021,12.028,0.035,,,6,2,0.0,0.0,1.0
0.322783,84.25034389,-5.74809194,88875,2M05370008-0544531,1,4611,84.250344,-5.748092,50.9558,8,6.31715,0.074184,0.0,0.074184,4,,,4,,,4,0.915786,1.0,4,3.87998,4,,,4,,,1.88986,GKd_c,41945728,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,261,,,4,,,4,,,261,,,4,,,4,,,4,,,3017289365259851136,Sp,84.2502621,-5.7480543,84.2502621,-5.7480543,1," Other",11.95,0.003,11.892,0.004,11.802,0.019,11.765,0.034,,,6,2,0.0,0.0,1.0
0.342871,84.25043,-6.55759694,88876,2M05370010-0633273,9,5271,84.25043,-6.557597,506.857,0,21.8125,0.030712,1.09511,0.06257,4,,,261,,,4,0.652574,5.430444,65540,,4,,,4,,,14.0767,GKg_b,75498624,4,,,4,,,261,,,4,,,4,,,260,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016931714730044672,Sp,84.2503374,-6.5576216,84.2503374,-6.5576216,1,Disks,6.908,0.002,6.42,0.002,5.984,0.001,5.323,0.002,3.085,0.008,1,1,2.0E-6,0.999636,3.62E-4
0.342871,84.25043,-6.55759694,88877,2M05370010-0633273,9,5272,84.25043,-6.557597,455.719,0,26.334101,0.030369,1.76091,0.058539,4,,,261,,,4,0.762641,5.574342,65540,,4,,,4,,,13.6836,GKg_b,75498624,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016931714730044672,Sp,84.2503374,-6.5576216,84.2503374,-6.5576216,1,Disks,6.908,0.002,6.42,0.002,5.984,0.001,5.323,0.002,3.085,0.008,1,1,2.0E-6,0.999636,3.62E-4
0.342871,84.25043,-6.55759694,88878,2M05370010-0633273,9,4613,84.25043,-6.557597,421.507,0,26.4767,0.042696,1.3464,0.060429,4,,,261,,,4,1.359127,5.306784,65540,,4,,,4,,,15.3993,GKg_b,75498624,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,3016931714730044672,Sp,84.2503374,-6.5576216,84.2503374,-6.5576216,1,Disks,6.908,0.002,6.42,0.002,5.984,0.001,5.323,0.002,3.085,0.008,1,1,2.0E-6,0.999636,3.62E-4
0.342871,84.25043,-6.55759694,88879,2M05370010-0633273,9,4614,84.25043,-6.557597,258.997,0,26.658199,0.065916,0.0,0.065916,4,,,261,,,4,0.572308,5.652507,65540,,4,,,4,,,13.712,GKg_a,75499136,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,3016931714730044672,Sp,84.2503374,-6.5576216,84.2503374,-6.5576216,1,Disks,6.908,0.002,6.42,0.002,5.984,0.001,5.323,0.002,3.085,0.008,1,1,2.0E-6,0.999636,3.62E-4
0.318533,84.25070611,-5.23658194,88880,2M05370016-0514116,1,4611,84.250706,-5.236582,49.7904,4,32.813599,0.097114,0.0,0.097114,4,,,4,,,4,1.208187,1.0,4,12.54296,4,,,4,,,5.15798,GKd_b,41945728,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,3017382170913137024,Sp,84.2506178,-5.2365917,84.2506178,-5.2365917,1," Other",11.931,0.003,11.938,0.004,11.915,0.021,11.879,0.041,,,6,2,0.0,0.0,1.0
0.142047,84.25136806,-5.419045,88882,2M05370032-0525085,1,4611,84.251368,-5.419045,49.0992,512,29.3652,0.059953,0.0,0.059953,4,,,4,,,260,0.303704,1.0,4,9.89213,4,,,4,,,2.40027,Md_c,8391296,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017352720307757568,Sp,84.2513702,-5.4190056,84.2513702,-5.4190056,1,Disks,11.356,0.002,10.99,0.002,10.708,0.007,9.969,0.008,6.982,0.026,1,1,8.0E-6,0.999955,3.7E-5
0.154610,84.25210694,-5.15873806,88884,2M05370050-0509314,1,4612,84.252107,-5.158738,78.2598,0,438.446991,0.065186,0.0,0.065186,4,,,4,,,4,1.534546,6.585854,65540,,4,,,4,,,1.31598,GKg_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,131341,,,3017394918374375424,Sp,84.2520663,-5.1587237,84.2520663,-5.1587237,1," Other",11.35,0.002,11.356,0.003,11.348,0.014,11.294,0.018,,,6,2,0.0,0.0,1.0
0.252487,84.25218694,-7.21112694,88885,2M05370052-0712400,1,4614,84.252187,-7.211127,40.3858,516,93.374397,0.082823,0.0,0.082823,4,,,4,,,4,1.130069,1.0,4,3.99089,4,,,4,,,1.88869,Md_d,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016473115302637312,Sp,84.2521982,-7.2110577,84.2521982,-7.2110577,1," Other",11.651,0.002,11.596,0.003,11.5,0.013,11.516,0.021,,,6,2,0.0,0.0,1.0
0.358046,84.252825,-5.41695889,88886,2M05370067-0525010,1,4612,84.252825,-5.416959,72.5772,512,28.7146,0.082617,0.0,0.082617,4,,,261,,,4,0.470945,4.992564,65540,,4,,,4,,,5.60648,Mg_c,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3017352724617370240,Sp,84.2527368,-5.4170056,84.2527368,-5.4170056,1," Other",11.07,0.002,11.012,0.002,11.003,0.009,11.06,0.021,,,6,2,0.0,0.0,1.0
0.334282,84.25296,-5.82174694,88887,2M05370071-0549182,1,4611,84.25296,-5.821747,360.191,512,27.3589,0.005828,0.0,0.005828,4,,,4,,,4,0.550263,2.978648,65540,,4,,,4,,,4.15155,GKg_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017276720876143872,Sp,84.2528774,-5.8217037,84.2528774,-5.8217037,1," Other",8.302,0.003,8.314,0.004,8.214,0.002,8.175,0.002,8.363,0.07,6,2,0.0,0.001809,0.99819
0.094909,84.25383889,-5.69360611,88890,2M05370092-0541369,2,4612,84.253839,-5.693606,174.242,0,26.265699,0.035102,0.464314,0.049795,4,,,4,,,4,0.812389,1.0,4,33.94689,4,,,4,,,3.53224,GKd_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017291942240221056,Sp,84.2538598,-5.6936223,84.2538598,-5.6936223,1," Other",10.038,0.001,10.025,0.001,9.989,0.005,9.945,0.006,,,6,2,0.0,4.0E-6,0.999996
0.254280,84.25561694,-6.78864694,88896,2M05370134-0647191,1,4613,84.255617,-6.788647,54.781,512,50.543201,0.643615,0.0,0.643615,4,,,4,,,4,2.547182,1.0,4,45.45692,4,,,4,,,1.55654,Fd_d,8390784,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016873990369681536,Sp,84.2556222,-6.7885765,84.2556222,-6.7885765,1," Other",11.732,0.003,11.658,0.004,11.613,0.012,11.652,0.025,,,6,2,0.0,0.0,1.0
0.321141,84.25592694,-7.30685889,88897,2M05370142-0718246,1,4613,84.255927,-7.306859,67.1932,1024,13.1487,0.089579,0.0,0.089579,4,,,4,,,4,2.582676,1.0,4,13.55501,4,,,4,,,1.36358,Fd_c,8389248,4,,,4,,,260,,,4,,,261,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,3015720052915856640,Sp,84.255839,-7.3068402,84.255839,-7.3068402,1," Other",11.895,0.003,11.816,0.004,11.765,0.013,11.757,0.025,,,6,2,0.0,0.0,1.0
0.316134,84.25761806,-5.60784806,88900,2M05370182-0536282,1,4611,84.257618,-5.607848,47.0274,0,27.444201,0.090931,0.0,0.090931,4,,,4,,,4,0.520943,1.0,4,14.8491,4,,,4,,,1.77816,Md_b,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017295962329601408,Sp,84.2576872,-5.6077935,84.2576872,-5.6077935,1,Disks,11.551,0.003,11.232,0.004,10.921,0.009,10.497,0.023,8.467,0.083,1,1,2.3E-5,0.99997,7.0E-6
0.152257,84.25995889,-5.60826194,88904,2M05370239-0536297,1,4611,84.259959,-5.608262,214.585,1028,26.561001,0.023067,0.0,0.023067,4,,,4,,,260,0.310192,4.332793,65540,,4,,,4,,,8.35911,GKg_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017295962329600640,Sp,84.2599168,-5.6082561,84.2599168,-5.6082561,1,Disks,8.779,0.003,8.486,0.001,8.231,0.001,7.868,0.002,5.237,0.006,1,1,1.0E-6,0.999563,4.37E-4
0.610013,84.26298,-5.40390389,88918,2M05370311-0524140,7,5249,84.26298,-5.403904,348.435,0,27.5896,0.035252,7.60127,0.075977,4,,,4,,,260,0.338556,1.0,4,38.6367,4,,,4,,,6.44036,Md_b,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017352758977106560,Sp,84.2631435,-5.4038568,84.2631435,-5.4038568,1,Disks,9.679,0.001,9.613,0.001,9.31,0.003,9.249,0.006,6.288,0.024,1,1,2.0E-6,0.995354,0.004644
0.610013,84.26298,-5.40390389,88919,2M05370311-0524140,7,4612,84.26298,-5.403904,144.046,1024,25.1747,0.024258,0.0,0.024258,4,,,4,,,4,0.516892,1.0,4,15.83434,4,,,4,,,4.03999,Md_c,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017352758977106560,Sp,84.2631435,-5.4038568,84.2631435,-5.4038568,1,Disks,9.679,0.001,9.613,0.001,9.31,0.003,9.249,0.006,6.288,0.024,1,1,2.0E-6,0.995354,0.004644
0.609911,84.264355,-4.61796306,88922,2M05370344-0437046,1,4612,84.264355,-4.617963,51.1902,0,296.514008,0.140439,0.0,0.140439,4,,,260,,,4,1.057998,4.68082,65540,,4,,,4,,,1.30614,GKg_b,8391296,261,,,260,,,260,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,131076,,,,Sp,84.2645027,-4.6180469,84.2645027,-4.6180469,1," Other",10.73,0.002,10.739,0.002,10.751,0.01,10.685,0.015,,,6,2,0.0,0.0,1.0
0.083429,84.265235,-6.98318,88924,2M05370365-0658594,1,4614,84.265235,-6.98318,145.458,512,-47.9506,0.015189,0.0,0.015189,4,,,4,,,4,1.18807,3.505424,65540,,4,,,4,,,3.1176,GKg_d,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016855229952539904,Sp,84.2652283,-6.9831578,84.2652283,-6.9831578,1," Other",9.152,0.004,9.095,0.001,8.966,0.002,8.924,0.003,9.014,0.107,6,2,5.0E-6,0.006914,0.993081
0.341926,84.26549889,-6.07266611,88926,2M05370371-0604215,1,4611,84.265499,-6.072666,72.8895,4,23.6474,3.20329,0.0,3.20329,4,,,4,,,4,2.164462,1.0,261,95.94006,4,,,4,,,1.23785,Fd_c,41943680,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017174947319628032,Sp,84.2654487,-6.0725853,84.2654487,-6.0725853,1," Other",11.205,0.002,11.115,0.003,11.058,0.008,10.966,0.017,,,6,2,0.0,0.0,1.0
0.445571,84.26571694,-4.69629694,88928,2M05370377-0441466,1,4611,84.265717,-4.696297,87.5816,4,-6.20524,0.044622,0.0,0.044622,4,,,4,,,4,0.590636,1.0,4,6.32208,4,,,4,,,5.53159,GKd_b,41943680,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3209569794050984832,Sp,84.2656156,-4.6962254,84.2656156,-4.6962254,1," Other",11.292,0.002,11.264,0.003,11.267,0.011,11.288,0.027,,,6,2,0.0,0.0,1.0
0.253388,84.26866306,-5.73082611,88932,2M05370447-0543509,1,4612,84.268663,-5.730826,50.2735,1032,55.600399,0.065758,0.0,0.065758,4,,,4,,,260,0.318039,3.996051,65540,,4,,,4,,,2.92422,GKg_c,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017291083246764288,Sp,84.2686198,-5.7308818,84.2686198,-5.7308818,1," Other",11.947,0.002,11.904,0.004,11.818,0.012,11.803,0.043,,,6,2,0.0,0.0,1.0
0.347670,84.27023306,-5.86959389,88936,2M05370485-0552105,1,4612,84.270233,-5.869594,342.717,512,48.363098,0.004759,0.0,0.004759,4,,,4,,,4,1.171809,2.928973,65540,,4,,,4,,,4.54915,GKg_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017275724443736320,Sp,84.2701587,-5.8695318,84.2701587,-5.8695318,1," Other",8.371,0.004,8.395,0.005,8.292,0.002,8.232,0.002,8.438,0.079,6,2,0.0,0.004357,0.995643
0.250679,84.27396611,-4.789235,88942,2M05370575-0447212,4,4611,84.273966,-4.789235,43.5691,0,41.716801,0.183961,3.02607,0.384018,4,,,4,,,4,0.826795,1.0,261,95.27961,4,,,4,,,1.19975,Md_a,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3209565842681076608,Sp,84.2739127,-4.7891901,84.2739127,-4.7891901,1," Other",11.856,0.003,11.754,0.003,11.693,0.02,11.639,0.036,,,6,2,0.0,0.0,1.0
0.350380,84.27406194,-6.45459,88943,2M05370577-0627165,1,4614,84.274062,-6.45459,56.6782,0,26.643299,0.10802,0.0,0.10802,4,,,4,,,260,0.385922,1.0,4,19.31524,4,,,4,,,1.50803,Md_a,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016959232584862336,Sp,84.2739657,-6.4546081,84.2739657,-6.4546081,1," Other",11.34,0.003,11.298,0.004,11.247,0.011,11.218,0.025,,,6,2,0.0,0.0,1.0
0.339419,84.27457,-6.78747611,88944,2M05370589-0647149,9,5271,84.27457,-6.787476,115.083,0,49.357201,0.027771,0.093239,0.052874,512,3506.402,74.178,67108864,5.0663,0.1257,0,1.893259,1.0,0,9.20005,0,-0.343409,0.0205464,0,-0.022445,0.005927,4.91405,Md_c,640,0,-0.013507,0.006546,0,-0.054468,0.032035,0,-0.241087,0.090455,0,-0.023792,0.008101,512,,,0,-0.002149,0.022419,0,-0.269771,0.04312,0,0.005859,0.017905,512,,,512,,,512,,,0,0.186378,0.022279,512,,,512,,,512,,,512,,,512,,,0,-0.334129,0.022842,0,1.160154,0.11637,0,-0.25308,0.055122,0,0.078685,0.062373,512,,,3016879659726511488,Sp,84.2745452,-6.7873851,84.2745452,-6.7873851,1," Other",11.308,0.002,11.271,0.003,11.179,0.01,11.195,0.021,,,6,2,0.0,0.0,1.0
0.339419,84.27457,-6.78747611,88945,2M05370589-0647149,9,5272,84.27457,-6.787476,120.244,0,49.6091,0.029642,0.056242,0.054807,512,3483.038,69.207,67108864,4.9014,0.1301,0,1.751782,1.0,0,9.7663,0,-0.419079,0.0197007,0,-0.035663,0.005941,3.92582,Md_b,640,0,0.010707,0.006038,0,-0.044068,0.030052,0,-0.098158,0.113688,0,-0.023215,0.007364,512,,,0,-0.025954,0.020965,0,-0.297521,0.036343,0,0.002717,0.016564,512,,,512,,,512,,,0,0.224848,0.020083,512,,,512,,,512,,,512,,,512,,,0,-0.415959,0.021683,0,0.800384,0.107429,0,-0.22023,0.052006,0,0.590207,0.056435,512,,,3016879659726511488,Sp,84.2745452,-6.7873851,84.2745452,-6.7873851,1," Other",11.308,0.002,11.271,0.003,11.179,0.01,11.195,0.021,,,6,2,0.0,0.0,1.0
0.339419,84.27457,-6.78747611,88946,2M05370589-0647149,9,4613,84.27457,-6.787476,41.6261,2048,49.790401,0.071913,0.006495,0.101806,4,,,4,,,4,2.115875,1.0,4,10.64388,4,,,4,,,1.45265,Md_c,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016879659726511488,Sp,84.2745452,-6.7873851,84.2745452,-6.7873851,1," Other",11.308,0.002,11.271,0.003,11.179,0.01,11.195,0.021,,,6,2,0.0,0.0,1.0
0.464114,86.33324306,0.05084306,95427,2M05451997+0003030,1,5172,86.333243,0.050843,313.567,0,41.349499,0.00816,0.0,0.00816,0,4797.941,83.517,67108864,4.6458,0.0937,256,0.332514,1.0,0,3.48554,0,0.104941,0.00661272,0,-0.023012,0.003617,3.80111,GKd_c,0,0,-0.039244,0.008878,0,-0.121178,0.018261,0,-0.019623,0.0351,0,0.028492,0.011945,512,,,0,-0.106028,0.008789,0,-0.066387,0.015336,0,-0.079306,0.007791,512,,,0,-0.112534,0.042398,0,-0.091454,0.017182,0,-0.002553,0.009518,0,-0.029628,0.022686,512,,,512,,,0,0.048603,0.030152,0,-0.038622,0.014669,0,0.120271,0.007119,0,0.010299,0.103314,0,-0.0089,0.012755,0,0.060686,0.046145,512,,,3219174573577296128,Sp,86.3332184,0.0509696,86.3332184,0.0509696,1," Other",9.222,0.001,9.263,0.002,9.221,0.004,9.133,0.004,,,6,2,0.0,1.5E-4,0.999849
0.339419,84.27457,-6.78747611,88947,2M05370589-0647149,9,4614,84.27457,-6.787476,57.409,0,49.429298,0.062813,0.0,0.062813,4,,,4,,,4,1.813176,1.0,4,9.57833,4,,,4,,,1.61161,Md_b,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016879659726511488,Sp,84.2745452,-6.7873851,84.2745452,-6.7873851,1," Other",11.308,0.002,11.271,0.003,11.179,0.01,11.195,0.021,,,6,2,0.0,0.0,1.0
0.264218,86.33359194,0.12744806,95430,2M05452006+0007388,2,5172,86.333592,0.127448,149.051,0,30.523001,0.019751,0.033843,0.028041,0,5018.833,107.053,16777216,2.6146,0.0522,0,1.385543,3.617564,65536,,0,-0.344372,0.0104043,0,0.054579,0.010511,2.64576,GKg_c,0,0,0.043158,0.021595,0,-0.041623,0.031478,0,0.20421,0.031142,0,0.02663,0.026637,0,0.003276,0.064977,0,0.096096,0.015951,0,0.065228,0.027107,0,0.078002,0.015512,0,0.258597,0.103067,0,0.053241,0.048527,0,0.03949,0.049177,0,0.056543,0.021915,0,0.04433,0.031663,0,0.242045,0.0872,512,,,0,-0.061202,0.055298,0,-0.032106,0.026017,0,-0.354692,0.011369,0,0.132572,0.068594,0,0.056152,0.020918,0,-0.015523,0.05839,0,-0.288745,0.093993,3219176227140234112,Sp,86.3335283,0.1274115,86.3335283,0.1274115,1," Other",10.576,0.002,10.624,0.002,10.569,0.007,10.447,0.011,,,6,2,0.0,2.0E-6,0.999998
0.417909,86.33493389,0.65818111,95433,2M05452038+0039294,2,5172,86.334934,0.658181,424.566,2048,45.736198,0.003962,0.002266,0.005713,512,4381.236,76.068,33554432,1.6587,0.059,0,1.401458,3.458021,65536,,0,-0.267282,0.00702437,0,-0.001948,0.007172,6.56236,GKg_a,0,0,0.1377,0.008984,0,0.14255,0.016453,0,0.56188,0.015045,0,0.016494,0.010379,0,0.158816,0.038457,0,0.106131,0.011011,0,0.052768,0.017633,0,0.042622,0.009949,0,-0.089383,0.05111,0,0.03103,0.032067,0,-0.01697,0.03212,0,0.033029,0.011995,0,0.010914,0.015471,0,-0.157293,0.053795,0,-0.224417,0.040539,0,-0.027422,0.031529,0,-0.036406,0.015006,0,-0.302632,0.008062,0,-0.040688,0.031857,0,-0.015018,0.012955,0,0.048607,0.031813,0,1.016895,0.052036,3219421452593937280,Sp,86.3348636,0.6582735,86.3348636,0.6582735,1," Other",8.66,0.004,8.78,0.002,8.692,0.002,8.593,0.002,,,6,2,0.0,4.28E-4,0.999572
0.349195,84.27551694,-5.623675,88954,2M05370612-0537252,1,4611,84.275517,-5.623675,53.3318,0,44.004299,0.059586,0.0,0.059586,4,,,4,,,4,0.771223,1.0,4,7.11361,4,,,4,,,1.95371,Md_b,8391296,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017292938672888320,Sp,84.2754323,-5.6236269,84.2754323,-5.6236269,1," Other",11.885,0.004,11.82,0.004,11.728,0.019,11.685,0.038,,,6,2,0.0,0.0,1.0
0.515212,84.27695806,-5.16621194,88959,2M05370646-0509583,1,4612,84.276958,-5.166212,114.086,512,22.4851,0.068636,0.0,0.068636,4,,,4,,,4,1.296104,1.0,4,17.75824,4,,,4,,,2.22818,Fd_c,41943680,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017383098624376320,Sp,84.276838,-5.1661333,84.276838,-5.1661333,1," Other",10.528,0.002,10.495,0.002,10.433,0.007,10.421,0.018,,,6,2,0.0,0.0,1.0
0.515713,84.28181,-6.88280306,88974,2M05370763-0652580,7,5271,84.28181,-6.882803,161.126,0,25.561399,0.022491,0.163384,0.040789,512,3729.708,65.919,67108864,4.3726,0.1145,0,0.807572,1.0,0,13.11294,0,-0.086218,0.0114543,0,-0.011884,0.003671,5.26732,Md_c,640,0,-0.063348,0.004803,0,-0.114815,0.021414,256,,,0,-0.044178,0.006053,512,,,0,-0.041272,0.013477,0,-0.108224,0.023586,0,-0.040902,0.01086,512,,,512,,,512,,,0,-0.067868,0.012639,512,,,512,,,512,,,512,,,512,,,0,-0.049826,0.012845,0,-0.248379,0.087151,0,-0.052443,0.027729,0,0.271282,0.041932,512,,,3016869867201080320,Sp,84.2816671,-6.8827832,84.2816671,-6.8827832,1," Other",11.124,0.002,11.137,0.003,11.047,0.009,11.067,0.031,,,6,2,0.0,0.0,1.0
0.515713,84.28181,-6.88280306,88975,2M05370763-0652580,7,5272,84.28181,-6.882803,152.255,0,25.5469,0.020604,0.167537,0.037944,4,,,4,,,4,0.752593,1.0,4,12.79087,4,,,4,,,4.72302,Md_b,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3016869867201080320,Sp,84.2816671,-6.8827832,84.2816671,-6.8827832,1," Other",11.124,0.002,11.137,0.003,11.047,0.009,11.067,0.031,,,6,2,0.0,0.0,1.0
